Object,L,H,W,Rigidity,Mass,Shape,Type,Duration,Action,Grasp
cloth,0,0,0,floppy,22.5,floppy,floppy,40,wiping,Power palm abd 2-5
cloth,0,0,0,floppy,22.5,floppy,floppy,34,wiping,Precision pad abd 2-5
cloth,0,0,0,floppy,22.5,floppy,floppy,51,wiping,Power palm abd 2-5
cloth,0,0,0,floppy,22.5,floppy,floppy,12,wiping,Power palm abd 2-5
cloth,0,0,0,floppy,22.5,floppy,floppy,9,wiping,Intermediate add 2
cloth,0,0,0,floppy,22.5,floppy,floppy,15,wiping,Precision pad abd 2-4
cloth,0,0,0,floppy,22.5,floppy,floppy,2.12,wiping,Precision pad abd 2-5
cloth,0,0,0,floppy,22.5,floppy,floppy,2.9,wiping,Precision pad abd 2-5
cloth,0,0,0,floppy,22.5,floppy,floppy,4.6,wiping,Precision pad abd 2-5
cloth,0,0,0,floppy,22.5,floppy,floppy,2.4,wiping,Precision pad abd 2-5
cloth,0,0,0,floppy,22.5,floppy,floppy,0.9,wiping,Precision pad abd 2-5
cloth,0,0,0,floppy,22.5,floppy,floppy,2.2,wiping,Precision pad abd 2-4
cloth,0,0,0,floppy,22.5,floppy,floppy,3.2,wiping,Precision pad abd 2-5
cloth,0,0,0,floppy,22.5,floppy,floppy,2.3,wiping,Power palm abd 2-5
cloth,0,0,0,floppy,22.5,floppy,floppy,1.48,wiping,Intermediate add 2
cloth,0,0,0,floppy,22.5,floppy,floppy,3,arranging,Precision pad abd 2-3
cloth,0,0,0,floppy,22.5,floppy,floppy,3.2,cleaning,Precision pad abd 2-5
cloth,0,0,0,floppy,22.5,floppy,floppy,10.6,cleaning,Precision pad abd 2-5
cloth,0,0,0,floppy,22.5,floppy,floppy,2.8,cleaning,Precision pad abd 2-5
cloth,0,0,0,floppy,22.5,floppy,floppy,19,cleaning,Precision pad abd 2-5
cloth,0,0,0,floppy,22.5,floppy,floppy,9.7,cleaning,Precision pad abd 2-5
cloth,0,0,0,floppy,22.5,floppy,floppy,9.48,cleaning,Precision pad abd 2-5
cloth,0,0,0,floppy,22.5,floppy,floppy,6.6,cleaning,Precision pad abd 2-3
cloth,0,0,0,floppy,22.5,floppy,floppy,3.4,cleaning,Precision pad abd 2
cloth,0,0,0,floppy,22.5,floppy,floppy,2.7,cleaning,Precision pad abd 2
cloth,0,0,0,floppy,22.5,floppy,floppy,0.42,cleaning,Precision pad abd 2
cloth,0,0,0,floppy,22.5,floppy,floppy,7.9,cleaning,Precision pad abd 2-5
cloth,0,0,0,floppy,22.5,floppy,floppy,1.3,cleaning,Precision pad abd 2
cloth,0,0,0,floppy,22.5,floppy,floppy,3.1,cleaning,Precision pad abd 2-5
wiper handle,15,2,2,rigid,350,prolate,cylinder,3,picking up,Precision side abd 3
wiper handle,15,2,2,rigid,350,prolate,cylinder,7,holding,Precision side abd 3
wiper handle,15,2,2,rigid,350,prolate,cylinder,5,holding,Power palm abd 2-5
wiper handle,15,2,2,rigid,350,prolate,cylinder,4,holding,Precision pad abd 2-4
wiper handle,15,2,2,rigid,350,prolate,cylinder,13,holding,Precision side abd 3
wiper handle,15,2,2,rigid,350,prolate,cylinder,4,wiping,Power palm abd 2-5
wiper handle,15,2,2,rigid,350,prolate,cylinder,12,wiping,Power palm add 3-5
wiper handle,15,2,2,rigid,350,prolate,cylinder,20,wiping,Power palm add 3-5
wiper handle,15,2,2,rigid,350,prolate,cylinder,8,wiping,Power palm add 2-5
wiper handle,15,2,2,rigid,350,prolate,cylinder,7,wiping,Power palm add 3-5
wiper handle,15,2,2,rigid,350,prolate,cylinder,12,wiping,Power palm abd 2-5
wiper handle,15,2,2,rigid,350,prolate,cylinder,5,wiping,Power palm abd 2-5
wiper handle,15,2,2,rigid,350,prolate,cylinder,19,wiping,Power palm add 3-5
lysol bottle,15,6.5,6.5,rigid,275,prolate,cylinder,34,holding,Power palm add 3-5
lysol bottle,15,6.5,6.5,rigid,275,prolate,cylinder,6,spraying,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,25,holding,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,8,holding,Power palm add 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,27,holding,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,9,holding,Precision pad add 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,10,holding,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,6.36,holding,Power palm add 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,7.52,holding,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,10.16,holding,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,1.48,holding,Power pad abd 2
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,2.64,holding,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,13.6,holding,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,3.52,holding,Power palm add 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,1.84,holding,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,2.24,holding,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,1.96,holding,Power palm add 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,5.84,holding,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,0.72,holding,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,32.88,holding,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,1.2,holding,Power palm add 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,1.44,holding,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,1.68,holding,Power palm add 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,5.44,holding,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,4.36,holding,Power palm add 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,4.88,holding,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,8.88,holding,Power palm add 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,4.68,holding,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,3.48,holding,Intermediate add 3
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,11.64,holding,Precision pad abd 2-3
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,4.12,holding,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,5.56,holding,Power palm add 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,10.48,holding,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,44,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,101,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,25,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,47,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,11,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,45,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,6,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,5,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,41,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,4,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,11,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,2,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,3,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,6,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,7,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,8,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,3,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,37,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,4,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,13,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,15,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,38,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,10,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,31,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,1,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,12,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,0,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,35,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,2,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,17,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,7.12,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,14.44,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,20.28,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,3.44,vacuuming,Power palm add 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,3.24,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,6.96,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,42.8,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,46.12,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,35.88,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,37.12,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,8.04,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,53.28,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,12.32,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,2.8,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,22.64,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,1.16,vacuuming,Power palm add 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,127.72,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,79,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,13.92,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,1.48,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,2.44,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,10.2,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,29.32,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,3.12,vacuuming,Power palm add 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,8.28,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,24.6,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,2.36,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,80.52,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,15.64,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,5,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,8.16,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,35.6,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,385.3,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,22.12,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,31.2,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,15,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,242.8,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,89.3,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,26.4,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,121.9,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,80.6,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,117.1,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,413.6,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,50.76,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,15.28,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,0.6,vacuuming,Intermediate abd 2
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,118.68,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,82.6,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,77.24,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,7.88,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,4.16,vacuuming,Power palm add 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,30.52,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,114,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,17.32,vacuuming,Power palm add 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,31.08,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,44.32,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,4.48,vacuuming,Power palm add 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,19.68,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,9.92,vacuuming,Power palm add 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,2.28,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,66.68,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,7.66,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,15.84,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,15.48,vacuuming,Power palm add 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,13.12,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,2.16,vacuuming,Power palm add 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,4.36,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,52.88,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,41.52,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,2.32,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,20.6,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,23.68,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,19.2,vacuuming,Power palm add 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,34.4,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,19.84,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,1.8,vacuuming,Power palm add 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,0.08,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,0.4,vacuuming,Intermediate add 2
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,0.16,vacuuming,Power palm add 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,7.72,vacuuming,Intermediate add 2
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,1.68,vacuuming,Intermediate add 2
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,25.44,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,1.4,vacuuming,Intermediate add 2
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,0.12,vacuuming,Intermediate add 2
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,0.48,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,1.4,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,0.52,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,0.32,vacuuming,Precision pad abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,2.48,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,0.72,vacuuming,Power palm add 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,0.24,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,0.2,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,25.16,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,5.72,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,1.36,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,7.28,vacuuming,Power palm add 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,3.76,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,2.08,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,13.88,vacuuming,Power palm add 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,3.96,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,7.24,vacuuming,Power palm add 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,6.68,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,19.12,vacuuming,Power palm add 3-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,17.12,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,3.28,vacuuming,Power palm add 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,3.68,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,16.72,vacuuming,Power palm add 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,3.24,vacuuming,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,0.36,arranging,Power palm add 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,1.24,arranging,Power palm add 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,21.12,moving,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,1.2,moving,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,8.88,cleaning,Power palm abd 2-5
vacuum,15,4.5,4.5,rigid,1000,prolate,cylinder,10,cleaning,Power palm abd 2-5
vacuum wires,7.5,0.5,0.5,squeezable,135,prolate,cylinder,36,holding,Intermediate add 2
vacuum wires,7.5,0.5,0.5,squeezable,135,prolate,cylinder,10,holding,Power palm abd 2-5
vacuum wires,7.5,0.5,0.5,squeezable,135,prolate,cylinder,7,holding,Intermediate add 2
vacuum wires,7.5,0.5,0.5,squeezable,135,prolate,cylinder,13,holding,Intermediate add 2
vacuum wires,7.5,0.5,0.5,squeezable,135,prolate,cylinder,6,holding,Precision side abd 3
vacuum wires,7.5,0.5,0.5,squeezable,135,prolate,cylinder,10,holding,Intermediate add 2
vacuum wires,7.5,0.5,0.5,squeezable,135,prolate,cylinder,12,vacuuming,Precision pad abd 2-3
vacuum tube,15,4.5,4.5,rigid,450,prolate,cylinder,10,holding,Power palm abd 2-5
vacuum tube,15,4.5,4.5,rigid,450,prolate,cylinder,10,holding,Precision side abd 3
mop,15,3.5,3.5,rigid,400,prolate,cylinder,9,holding,Power palm abd 2-5
mop,15,3.5,3.5,rigid,400,prolate,cylinder,6,holding,Power palm abd 2-5
mop,15,3.5,3.5,rigid,400,prolate,cylinder,14,holding,Power palm abd 2-5
mop,15,3.5,3.5,rigid,400,prolate,cylinder,4,holding,Precision pad abd 2-5
mop,15,3.5,3.5,rigid,400,prolate,cylinder,4,holding,Power palm add 2-5
mop,15,3.5,3.5,rigid,400,prolate,cylinder,5,holding,Precision pad abd 2-3
mop,15,3.5,3.5,rigid,400,prolate,cylinder,13,holding,Precision pad abd 2-4
mop,15,3.5,3.5,rigid,400,prolate,cylinder,16,holding,Power palm abd 2-5
mop,15,3.5,3.5,rigid,400,prolate,cylinder,5,holding,Power palm abd 2-5
mop,15,3.5,3.5,rigid,400,prolate,cylinder,10,holding,Power palm abd 2-5
mop,15,3.5,3.5,rigid,400,prolate,cylinder,0,holding,Power palm abd 2-5
mop,15,3.5,3.5,rigid,400,prolate,cylinder,11,holding,Power palm abd 2-5
mop,15,3.5,3.5,rigid,400,prolate,cylinder,2,holding,Power palm abd 2-5
mop,15,3.5,3.5,rigid,400,prolate,cylinder,31,holding,Power palm abd 2-5
mop,15,3.5,3.5,rigid,400,prolate,cylinder,3.04,holding,Power palm abd 2-5
mop,15,3.5,3.5,rigid,400,prolate,cylinder,7.4,holding,Power palm abd 2-5
mop,15,3.5,3.5,rigid,400,prolate,cylinder,1.8,holding,Power palm abd 2-5
mop,15,3.5,3.5,rigid,400,prolate,cylinder,4.16,holding,Power palm abd 2-5
mop,15,3.5,3.5,rigid,400,prolate,cylinder,1.84,holding,Power palm abd 2-5
mop,15,3.5,3.5,rigid,400,prolate,cylinder,1.24,holding,Power palm abd 2-5
mop,15,3.5,3.5,rigid,400,prolate,cylinder,0.56,holding,Precision pad abd 2-5
mop,15,3.5,3.5,rigid,400,prolate,cylinder,19.76,holding,Power palm abd 2-5
mop,15,3.5,3.5,rigid,400,prolate,cylinder,0.6,holding,Power palm abd 2-5
mop,15,3.5,3.5,rigid,400,prolate,cylinder,6.84,holding,Power palm abd 2-5
mop,15,3.5,3.5,rigid,400,prolate,cylinder,20.96,holding,Power palm abd 2-5
mop,15,3.5,3.5,rigid,400,prolate,cylinder,1.6,holding,Power palm add 3-5
mop,15,3.5,3.5,rigid,400,prolate,cylinder,42,holding,Power palm abd 2-5
mop,15,3.5,3.5,rigid,400,prolate,cylinder,0.7,holding,Power palm abd 2-5
